Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
None,None,Fairfield,New Jersey,United States,41.294307,-73.37486,0.03551401,public,Domestic,Day,Unafilliated,Co-Ed,0,Field Hockey,None
Sorority,Zeta Tau Alpha,Fairfield,California,United States,41.294307,-73.37486,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,19800,None,None
Sorority,Delta Gamma,Fairfield,Connecticut,United States,39.788611,-82.641888,NA,private,Domestic,Day,Unafilliated,Co-Ed,18750,None,None
None,None,Faisalabad,NA,Pakistan,31.422056,73.092325,NA,private,International,Boarding,Catholic,All-Girls,47732.24,None,None
Sorority,Alpha Phi,Falls Church,Virginia,United States,38.882334,-77.171091,0.0815637,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fargo,North Dakota,United States,46.877229,-96.789821,0.16279069,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Chi,Farmingdale,New York,United States,40.731786,-73.448158,0.24136152,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Farmington,New Mexico,United States,41.719822,-72.832043,0.45842217,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Farmington,Connecticut,United States,36.730429,-108.208919,0.11471519,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fayetteville,Georgia,United States,35.052993,-78.878706,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,25800,None,None
None,None,Fayetteville,North Carolina,United States,35.052993,-78.878706,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,15290,None,None
None,None,Fayetteville,North Carolina,United States,35.052993,-78.878706,0.54375,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fayetteville,North Carolina,United States,35.052993,-78.878706,0.45181674,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fayetteville,North Carolina,United States,35.052993,-78.878706,0.45181674,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fayetteville,North Carolina,United States,33.448726,-84.454926,0.441042345,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fayetteville,North Carolina,United States,35.052993,-78.878706,0.28490468,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Fayetteville,North Carolina,United States,35.052993,-78.878706,NA,private,Domestic,Day,Unafilliated,Co-Ed,15290,None,None
Fraternity,Sigma Phi Epsilon,Fayetteville,North Carolina,United States,35.052993,-78.878706,0.28490468,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fes,NA,Morocco,34.034116,-5.013348,NA,private,International,Boarding,Unafilliated,Co-Ed,30900,None,University
Fraternity,Delta Sigma Phi,Flemington,New Jersey,United States,40.512326,-74.859332,0.06769635,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Soccer,None
None,None,Flint,Michigan,United States,43.017177,-83.723602,0.2,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Florence,South Carolina,United States,34.1987,-79.7677,0.61003521,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Trinity
None,None,Florence,South Carolina,United States,34.1987,-79.7677,0.61003521,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Florence,South Carolina,United States,34.1987,-79.7677,0.61003521,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Florissant,Missouri,United States,38.789217,-90.322614,0.49389002,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Flower Mound,Texas,United States,33.014567,-97.096955,0.09661989,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Forest Grove,Oregon,United States,45.519745,-123.11144,0.50581395,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fort Belvoir,Virginia,United States,38.710739,-77.143676,0.5191447,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Track,None
None,None,Fort Belvoir,Virginia,United States,38.710739,-77.143676,0.5191447,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fort Collins,Colorado,United States,40.550853,-105.066808,0.09432989,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Robertson
None,None,Fort Collins,Colorado,United States,40.550853,-105.066808,0.09432989,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
Fraternity,Alpha Epsilon Pi,Fort Collins,Colorado,United States,40.550853,-105.066808,0.09432989,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fort Lauderdale,Florida,United States,26.122308,-80.143379,0.65084586,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fort Mill,South Carolina,United States,35.00737,-80.945076,Data not available,private,Domestic,Day,Pentecostal,Co-Ed,5555,None,None
None,None,Fort Mill,South Carolina,United States,35.00737,-80.945076,Data not available,private,Domestic,Day,Catholic,Co-Ed,9200,None,None
None,None,Fort Mill,South Carolina,United States,35.00737,-80.945076,0.15086206,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Lacrosse,None
None,None,Fort Myers,Florida,United States,26.640628,-81.872308,Data not available,private,Domestic,Day,Catholic,Co-Ed,11400,Baseball,None
Sorority,Kappa Alpha Theta,Fort Myers,Florida,United States,26.640628,-81.872308,0.37064029,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Fort Wayne,Indiana,United States,41.07999,-85.138601,NA,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Chi Psi,Fort Wayne,Indiana,United States,41.07999,-85.138601,0.158633599,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fort Worth,Texas,United States,32.753177,-97.332746,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,21630,None,None
None,None,Fort Worth,Texas,United States,32.753177,-97.332746,0.7118948,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Fort Worth,Texas,United States,32.753177,-97.332746,NA,private,Domestic,Day,Unafilliated,Co-Ed,22000,None,None
Fraternity,Alpha Tau Omega,Fort Worth,Texas,United States,32.753177,-97.332746,NA,private,Domestic,Day,Unafilliated,Co-Ed,22000,None,None
Fraternity,Psi Upsilon,Fortaleza,NA,Brazil,-10.456657,-67.25622,NA,Data not available,International,Day,Unafilliated,Co-Ed,NA,None,Karsh
Fraternity,Pi Kappa Phi,Foster,Rhode Island,United States,41.85371,-71.758125,Data not available,private,Domestic,Day,Catholic,Co-Ed,14800,None,None
None,None,Franklin,Tennessee,United States,35.924864,-86.867691,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22506,None,None
Sorority,Delta Gamma,Franklin,Tennessee,United States,35.924864,-86.867691,0.02,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Franklin Park,New Jersey,United States,40.438994,-74.535155,Data not available,private,Domestic,Day,Catholic,Co-Ed,13500,None,None
None,None,Fredericksburg,Virginia,United States,38.303184,-77.46054,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22300,Field Hockey,None
None,None,Fredericksburg,Virginia,United States,38.303184,-77.46054,0.23511293,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fremont,California,United States,37.54827,-121.988572,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,45877,None,None
None,None,Fremont,California,United States,37.54827,-121.988572,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,45877,None,None
None,None,Fremont,California,United States,37.54827,-121.988572,Data not available,private,Domestic,Day,Catholic,All-Girls,17930,None,None
None,None,Fremont,California,United States,37.54827,-121.988572,0.21167485,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fresno,California,United States,36.748793,-119.71484,0.1665,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Frisco,Texas,United States,33.150674,-96.823612,0.10072639,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Frisco,Texas,United States,33.150674,-96.823612,0.14432234,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fruitland,New Mexico,United States,36.739168,-108.395635,0.94846625,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fullerton,California,United States,33.870822,-117.929416,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,39815,None,None
None,None,Fullerton,California,United States,33.870822,-117.929416,0.54849187,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Fullerton,California,United States,33.870822,-117.929416,0.54849187,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fulton,Maryland,United States,39.150941,-76.923031,0.072,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Fussa-shi,NA,Japan,35.743225,139.325183,NA,private,International,Day,Inter-/Non-denominational,Co-Ed,8789.382,None,None
None,None,Gainesville,Florida,United States,38.79515,-77.61414,0.5071736,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Gainesville,Georgia,United States,29.651907,-82.324798,0.27702089,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Gainesville,Florida,United States,34.297879,-83.824066,0.276895143,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Gainesville,Virginia,United States,29.651907,-82.324798,0.11785095,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Gaithersburg,Maryland,United States,39.143441,-77.20137,0.3786307,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Gaithersburg,Maryland,United States,39.143441,-77.20137,0.2053734,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Garden City,New York,United States,40.726648,-73.634305,Data not available,private,Domestic,Boarding,Episcopal,All-Boys,59600,Men's Lacrosse,None
None,None,Garden City,New York,United States,40.726648,-73.634305,0.02274642,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Gastonia,North Carolina,United States,35.262082,-81.1873,0.31789282,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Swimming,None
Sorority,Gamma Phi Beta,Gatlinburg,Tennessee,United States,35.714259,-83.510164,0.42,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Germantown,Maryland,United States,39.173162,-77.27165,NA,private,Domestic,Day,Quaker,Co-Ed,39360,None,None
None,None,Germantown,Maryland,United States,39.173162,-77.27165,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57000,None,None
None,None,Gilmer,Texas,United States,32.728747,-94.942438,0.52668539,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Gjettum,NA,Norway,59.907256,10.528389,NA,Data not available,International,Day,Unafilliated,Co-Ed,NA,Men's Soccer,None
Fraternity,Sigma Phi Epsilon,Gladwyne,Pennsylvania,United States,40.040667,-75.279071,0.1169844,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Glastonbury,Connecticut,United States,41.712322,-72.608146,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,60480,None,None
Sorority,Gamma Phi Beta,Glen Allen,Virginia,United States,37.665978,-77.506374,0.50997652,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Golden,Colorado,United States,39.755543,-105.2211,0.4906015,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Goldsboro,North Carolina,United States,35.384884,-77.992765,0.49476688,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Alpha Epsilon,Grafton,Massachusetts,United States,42.207039,-71.685624,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,36020,None,None
None,None,Grafton,Massachusetts,United States,42.207039,-71.685624,0.049,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
Sorority,Kappa Alpha Theta,Grafton,Wisconsin,United States,43.319727,-87.953423,0.0697074,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Graham,North Carolina,United States,36.069026,-79.400576,0.2,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Granada Hills,California,United States,34.264725,-118.523141,0.50521542,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Grand Junction,Colorado,United States,39.063956,-108.550732,0.34405514,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Granger,Indiana,United States,41.752274,-86.1142,0.23252369,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Granville,Ohio,United States,40.068119,-82.519604,0.09274673,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Grayslake,Illinois,United States,42.343352,-88.041219,0.1190965,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Grayson,Georgia,United States,33.894273,-83.95574,0.37658113,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Great Falls,Virginia,United States,38.998165,-77.288316,Data not available,private,Domestic,Day,Catholic,All-Boys,21475,None,None
Sorority,Alpha Delta Pi,Great Falls,Montana,United States,47.504885,-111.291891,NA,private,Domestic,Day,Catholic,Co-Ed,9016,None,None
Sorority,Delta Gamma,Great Neck,New York,United States,40.800657,-73.728465,0.12561576,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,Greensboro,North Carolina,United States,36.072636,-79.791975,NA,private,Domestic,Boarding,Episcopal,Co-Ed,56400,None,None
None,None,Greensboro,North Carolina,United States,36.072636,-79.791975,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,56400,Men's Tennis,None
None,None,Greensboro,North Carolina,United States,36.072636,-79.791975,0.66489361,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greensboro,North Carolina,United States,36.072636,-79.791975,0.38976148,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greensboro,North Carolina,United States,36.072636,-79.791975,0.1010101,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Greensboro,North Carolina,United States,36.072636,-79.791975,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,21700,None,None
Sorority,Kappa Alpha Theta,Greensboro,North Carolina,United States,36.072636,-79.791975,0.46734397,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenville,South Carolina,United States,35.612661,-77.366354,0.32285012,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Greenville,South Carolina,United States,34.851354,-82.398488,Data not available,private,Domestic,Day,Episcopal,Co-Ed,19340,None,None
Fraternity,Alpha Epsilon Pi,Greenville,North Carolina,United States,35.612661,-77.366354,NA,private,Domestic,Day,Unafilliated,Co-Ed,12801,None,None
Sorority,Alpha Phi,Greenville,North Carolina,United States,34.851354,-82.398488,NA,private,Domestic,Day,Unafilliated,Co-Ed,10400,None,None
Sorority,Gamma Phi Beta,Greenville,North Carolina,United States,35.612661,-77.366354,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,10400,None,None
Fraternity,Pi Kappa Phi,Greenville,South Carolina,United States,34.851354,-82.398488,0.54480286,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Greenville,North Carolina,United States,35.612661,-77.366354,0.51180555,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Trinity
Sorority,Kappa Alpha Theta,Greenville,North Carolina,United States,35.612661,-77.366354,0.51180555,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Track,None
Fraternity,Pi Kappa Phi,Greenville,North Carolina,United States,35.612661,-77.366354,0.51180555,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Greenwich,Connecticut,United States,41.026486,-73.62846,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,56600,None,None
Sorority,Pi Beta Phi,Greenwich,Connecticut,United States,41.026486,-73.62846,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,44225,None,None
Sorority,Pi Beta Phi,Greenwich,Connecticut,United States,41.026486,-73.62846,Data not available,private,Domestic,Day,Unafilliated,All-Girls,41890,None,None
Fraternity,Alpha Tau Omega,Greenwich,Connecticut,United States,41.026486,-73.62846,NA,private,Domestic,Day,Unafilliated,All-Boys,40450,None,None
Fraternity,Sigma Nu,Greenwich,Connecticut,United States,41.026486,-73.62846,Data not available,private,Domestic,Day,Unafilliated,All-Boys,40450,None,None
Fraternity,Sigma Nu,Greenwich,Connecticut,United States,41.026486,-73.62846,Data not available,private,Domestic,Day,Unafilliated,All-Boys,40450,None,None
None,None,Greenwich,Connecticut,United States,41.026486,-73.62846,0.14954018,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenwich,Connecticut,United States,41.026486,-73.62846,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenwich,Connecticut,United States,41.026486,-73.62846,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenwood,Mississippi,United States,33.516232,-90.179528,1,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenwood Village,Colorado,United States,39.61721,-104.950814,0.12293211,public,Domestic,Day,Unafilliated,Co-Ed,0,Wrestling,None
Fraternity,Psi Upsilon,Greenwood Village,Colorado,United States,39.61721,-104.950814,0.12293211,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Greenwood Village,Colorado,United States,39.61721,-104.950814,0.12293211,public,Domestic,Day,Unafilliated,Co-Ed,0,Wrestling,None
Sorority,Kappa Kappa Gamma,Greenwood Village,Colorado,United States,39.61721,-104.950814,0.12293211,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Guangzhou,NA,China,23.130004,113.259001,NA,private,International,Day,Unafilliated,Co-Ed,23053.9,None,None
None,None,Guangzhou City,NA,China,23.22589,113.533051,NA,private,International,Day,Unafilliated,Co-Ed,32400,None,None
Sorority,Delta Gamma,Guaynabo,Puerto Rico,United States,18.366921,-66.11395,NA,private,Domestic,Day,Unafilliated,Co-Ed,13133,None,None
None,None,Guilford,Connecticut,United States,41.288987,-72.681762,NA,private,International,Day,Unafilliated,Co-Ed,24955.32,None,None
